T, CaO, SiO2, Al2O3, SO3, K2O, CO2, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, S_aq, K_aq, C_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, S_s, K_s, C_s, O_s, H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Monosulfate, Gypsum, Ettringite, Straetlingite, Chabazite, Calcite, Hemicarbonate, Monocarbonate, Thaumasite, mETss, Al_ET_ss, Ca_ET_ss, S_ET_ss, C_ET_ss, H2O_ET_ss,  mCSHQ, Ca_ss, Si_ss, K_ss, H2O_ss, V_s, Gel_water
2.500000e+01,1.111713e+00,4.128700e-01,3.683432e-02,3.631813e-02,9.211599e-03,3.539240e-01,7.012247e-02,1.306927e+01,3.806342e-02,4.361178e-05,2.951985e-06,4.394662e-06,3.756303e-05,6.016582e-03,2.163841e-06,6.190984e-03,6.015134e-03,1.111669e+00,4.128670e-01,7.366425e-02,3.628057e-02,1.240662e-02,3.539218e-01,4.666396e+00,3.591214e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.267705e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.656234e-02,2.659977e-02,7.979930e-02,3.628057e-02,3.619082e-03,4.255963e-01,7.967061e-02,6.109706e-01,4.128670e-01,1.240662e-02,1.111156e+00,6.240480e+01,4.561792e-01
2.500000e+01,9.114518e-01,5.995259e-01,4.570309e-02,4.954796e-02,1.092838e-02,5.283537e-01,8.728674e-02,1.082383e+01,6.161588e-02,1.189492e-05,1.003925e-03,2.952680e-06,6.366737e-03,1.379735e-02,3.718301e-05,2.850212e-02,8.053910e-04,9.114399e-01,5.985220e-01,9.140323e-02,4.318122e-02,8.059410e-03,5.283165e-01,4.928595e+00,2.985600e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.570161e-02,4.851353e-01,0.000000e+00,0.000000e+00,4.318122e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.712623e-02,2.510593e-01,3.725343e-01,8.059410e-03,5.708721e-01,6.430070e+01,1.925803e-01
2.500000e+01,1.138908e+00,3.025328e-01,6.495704e-02,3.806509e-02,1.094460e-02,5.510427e-01,7.776572e-02,1.306193e+01,4.818326e-02,1.483713e-05,1.971181e-05,6.947530e-05,2.544313e-04,8.109560e-03,1.343704e-05,8.759574e-03,7.508301e-03,1.138893e+00,3.025131e-01,1.298446e-01,3.781066e-02,1.377964e-02,5.510293e-01,4.825816e+00,3.329498e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.380297e-02,0.000000e+00,5.100030e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.725854e-02,2.771758e-02,8.315273e-02,3.781066e-02,3.765707e-03,4.434812e-01,5.132184e-02,3.690893e-01,2.887101e-01,1.377964e-02,7.009781e-01,6.317150e+01,2.653514e-01
2.500000e+01,9.350019e-01,4.418067e-01,5.316013e-02,2.246003e-02,1.068943e-02,2.938836e-01,5.036978e-02,1.302915e+01,2.209004e-02,6.958456e-06,9.016773e-06,3.023259e-05,1.138134e-04,3.441723e-03,5.692667e-06,3.733475e-03,3.174892e-03,9.349949e-01,4.417977e-01,1.062900e-01,2.234622e-02,1.793714e-02,2.938779e-01,4.221207e+00,3.158838e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.500063e-02,0.000000e+00,2.917910e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.014686e-02,1.628876e-02,4.886629e-02,2.234622e-02,2.086928e-03,2.606202e-01,7.024090e-02,5.043364e-01,3.967971e-01,1.793714e-02,9.587935e-01,5.613559e+01,3.622828e-01
2.500000e+01,1.366681e+00,4.076377e-01,6.340346e-02,2.684071e-02,6.006785e-03,7.607725e-02,7.475374e-02,1.300496e+01,3.005902e-02,9.611673e-05,1.058803e-06,8.086232e-07,8.744323e-06,3.900717e-03,6.308402e-07,4.115036e-03,4.071469e-03,1.366585e+00,4.076366e-01,1.268061e-01,2.683197e-02,8.112853e-03,7.607662e-02,5.100249e+00,4.982953e+00,4.149765e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.982194e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.225543e-02,1.968359e-02,5.905075e-02,2.683197e-02,2.693411e-03,3.149374e-01,8.292204e-02,6.584906e-01,4.076366e-01,8.112853e-03,1.172389e+00,7.234641e+01,4.983855e-01
2.500000e+01,1.106813e+00,4.200531e-01,3.052483e-02,3.608834e-02,8.354208e-03,4.288666e-01,1.062065e-01,1.280950e+01,7.690605e-02,5.118858e-05,1.402453e-05,4.326774e-05,7.644683e-05,6.487895e-03,4.917770e-06,6.812080e-03,6.365631e-03,1.106762e+00,4.200391e-01,6.100639e-02,3.601189e-02,1.022052e-02,4.288617e-01,4.653284e+00,3.288130e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.079228e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.646540e-02,2.644761e-02,7.934283e-02,3.601189e-02,3.659522e-03,4.231618e-01,7.515363e-02,5.503786e-01,4.200391e-01,1.022052e-02,1.030830e+00,6.107957e+01,3.974268e-01
2.500000e+01,1.351069e+00,4.872337e-01,4.683135e-02,3.605587e-02,8.903136e-03,7.333868e-01,1.058077e-01,1.267716e+01,7.367917e-02,2.119911e-05,5.829790e-05,7.947876e-05,4.510277e-04,5.507961e-03,1.583379e-05,6.641842e-03,4.488196e-03,1.351048e+00,4.871754e-01,9.358322e-02,3.560484e-02,1.229831e-02,7.333710e-01,5.845812e+00,3.600667e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.679161e-02,0.000000e+00,6.977661e-01,0.000000e+00,0.000000e+00,3.560484e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.636499e-02,4.528839e-01,4.047789e-01,1.229831e-02,8.919278e-01,7.578801e+01,3.262739e-01
2.500000e+01,9.720987e-01,3.796460e-01,4.220036e-02,3.481462e-02,7.311286e-03,3.178556e-01,9.699422e-02,1.279238e+01,6.740275e-02,4.279676e-05,1.318547e-05,4.343006e-05,6.855386e-05,5.468062e-03,4.426869e-06,5.758429e-03,5.347136e-03,9.720559e-01,3.796328e-01,8.435729e-02,3.474607e-02,9.154510e-03,3.178512e-01,4.259862e+00,3.314973e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.848987e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.588774e-02,2.551989e-02,7.655968e-02,3.474607e-02,3.533773e-03,4.083183e-01,6.755725e-02,4.929227e-01,3.796328e-01,9.154510e-03,9.255628e-01,5.610368e+01,3.553069e-01
2.500000e+01,9.203416e-01,3.810322e-01,5.475958e-02,4.215381e-02,1.086117e-02,6.017251e-01,7.905475e-02,1.169082e+01,5.681451e-02,7.615873e-06,6.096916e-04,2.811143e-05,4.336896e-03,9.829794e-03,6.380709e-05,1.977449e-02,9.002467e-04,9.203340e-01,3.804225e-01,1.094910e-01,3.781691e-02,1.189255e-02,6.016613e-01,4.449922e+00,2.563573e+00,0.000000e+00,0.000000e+00,1.094910e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.638444e-01,0.000000e+00,0.000000e+00,3.781691e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.468807e-02,2.430389e-01,3.426056e-01,1.189255e-02,5.502961e-01,5.621023e+01,1.912071e-01
2.500000e+01,1.213032e+00,4.616976e-01,3.070819e-02,3.659239e-02,6.994905e-03,4.216865e-01,1.381791e-01,1.273939e+01,1.055860e-01,2.285531e-04,7.853839e-06,9.880063e-06,2.437929e-05,6.988749e-03,2.025005e-06,7.517632e-03,7.369972e-03,1.212803e+00,4.616897e-01,6.140650e-02,3.656801e-02,7.001061e-03,4.216845e-01,5.013207e+00,3.656682e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.006835e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.672523e-02,2.686574e-02,8.059723e-02,3.656801e-02,3.730602e-03,4.298519e-01,8.698978e-02,6.624412e-01,4.616897e-01,7.001061e-03,1.208515e+00,6.660946e+01,4.901661e-01
