T, CaO, SiO2, Al2O3, SO3, K2O, CO2, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, S_aq, K_aq, C_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, S_s, K_s, C_s, O_s, H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Monosulfate, Gypsum, Ettringite, Straetlingite, Chabazite, Calcite, Hemicarbonate, Monocarbonate, Thaumasite, mETss, Al_ET_ss, Ca_ET_ss, S_ET_ss, C_ET_ss, H2O_ET_ss,  mCSHQ, Ca_ss, Si_ss, K_ss, H2O_ss, V_s, Gel_water
2.500000e+01,9.901803e-01,3.965266e-01,4.447840e-02,4.776630e-02,1.109313e-02,7.600620e-01,1.229880e-01,1.047426e+01,1.050548e-01,2.784562e-05,1.728476e-03,8.253028e-07,9.046313e-03,1.969486e-02,4.463247e-05,4.121039e-02,1.293433e-03,9.901525e-01,3.947981e-01,8.895597e-02,3.871999e-02,2.491397e-03,7.600174e-01,4.643723e+00,2.186200e+00,0.000000e+00,1.680586e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.447799e-02,7.212974e-01,0.000000e+00,0.000000e+00,3.871999e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.030263e-02,1.082171e-01,1.613603e-01,2.491397e-03,2.454323e-01,5.999651e+01,8.274309e-02
2.500000e+01,9.662652e-01,5.762336e-01,6.031505e-02,4.964866e-02,7.350202e-03,5.533770e-01,1.376956e-01,1.081187e+01,1.095115e-01,2.242604e-05,1.061456e-03,6.853650e-06,3.963424e-03,9.043292e-03,3.433229e-05,1.915465e-02,1.032894e-03,9.662428e-01,5.751721e-01,1.206232e-01,4.568524e-02,5.657112e-03,5.533427e-01,5.153513e+00,3.218843e+00,0.000000e+00,0.000000e+00,7.641167e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.210579e-02,5.076574e-01,0.000000e+00,0.000000e+00,4.568524e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.575275e-02,2.994238e-01,4.410638e-01,5.657112e-03,6.768908e-01,6.629692e+01,2.307291e-01
2.500000e+01,1.241915e+00,5.784775e-01,3.815634e-02,4.161808e-02,7.782427e-03,6.301948e-01,6.006277e-02,1.237950e+01,2.635558e-02,5.473896e-06,6.989526e-05,4.052126e-05,3.070729e-04,1.544442e-03,1.170419e-05,2.348158e-03,8.465266e-04,1.241910e+00,5.784076e-01,7.627216e-02,4.131101e-02,1.402041e-02,6.301831e-01,5.781271e+00,3.753657e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.813608e-02,0.000000e+00,5.888721e-01,0.000000e+00,0.000000e+00,4.131101e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.318560e-02,4.528323e-01,4.989605e-01,1.402041e-02,9.520748e-01,7.489035e+01,3.487684e-01
2.500000e+01,1.012014e+00,3.365505e-01,3.747022e-02,2.811232e-02,1.196142e-02,6.561200e-01,1.088544e-01,1.240831e+01,8.867114e-02,1.522731e-05,4.787992e-04,2.302314e-04,3.628256e-03,1.129288e-02,1.095806e-04,1.976535e-02,3.389610e-03,1.011999e+00,3.360717e-01,7.471021e-02,2.448406e-02,1.262996e-02,6.560104e-01,4.356550e+00,2.337109e+00,0.000000e+00,0.000000e+00,3.100575e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.735509e-02,0.000000e+00,6.315264e-01,0.000000e+00,0.000000e+00,2.448406e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.915110e-02,2.323100e-01,2.742325e-01,1.262996e-02,5.024529e-01,5.619992e+01,1.827862e-01
2.500000e+01,1.129999e+00,3.582162e-01,3.649615e-02,4.382751e-02,1.094342e-02,6.994264e-01,1.361478e-01,1.261304e+01,1.101042e-01,2.285455e-05,2.686780e-04,1.981417e-04,2.001547e-03,1.053246e-02,7.146826e-05,1.530085e-02,6.055231e-03,1.129976e+00,3.579475e-01,7.279416e-02,4.182596e-02,1.135438e-02,6.993549e-01,4.968695e+00,2.967536e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.639708e-02,0.000000e+00,6.575290e-01,0.000000e+00,0.000000e+00,4.182596e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.289913e-02,2.741751e-01,2.797245e-01,1.135438e-02,5.652020e-01,6.416451e+01,2.053083e-01
2.500000e+01,1.344190e+00,5.292692e-01,3.685678e-02,3.456354e-02,9.730350e-03,5.824556e-01,1.346110e-01,1.274932e+01,1.024641e-01,5.872105e-05,2.372330e-05,7.124820e-05,1.320780e-04,7.571476e-03,7.157193e-06,8.066422e-03,7.310188e-03,1.344131e+00,5.292455e-01,7.364231e-02,3.443146e-02,1.188922e-02,5.824484e-01,5.592510e+00,3.610577e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.435411e-02,0.000000e+00,5.794788e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.554045e-02,2.493410e-02,7.480228e-02,3.443146e-02,2.969679e-03,3.989455e-01,8.867530e-02,6.411420e-01,5.048914e-01,1.188922e-02,1.211510e+00,7.329745e+01,4.604980e-01
2.500000e+01,1.332547e+00,3.902914e-01,5.803201e-02,4.826697e-02,8.219022e-03,6.572335e-01,6.368276e-02,1.293333e+01,3.068573e-02,1.276776e-05,8.746924e-06,3.161561e-05,7.580471e-05,3.642964e-03,4.392457e-06,3.870093e-03,3.465449e-03,1.332534e+00,3.902827e-01,1.160324e-01,4.819117e-02,1.279508e-02,6.572291e-01,5.594221e+00,3.683286e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.130067e-02,0.000000e+00,6.333394e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.201861e-02,3.536538e-02,1.060961e-01,4.819117e-02,4.856896e-03,5.658460e-01,6.551612e-02,4.743660e-01,3.689820e-01,1.279508e-02,8.960305e-01,7.336730e+01,3.413397e-01
2.500000e+01,1.065911e+00,5.712439e-01,3.247234e-02,3.659781e-02,7.645307e-03,3.154083e-01,6.892817e-02,1.269772e+01,3.403140e-02,1.451097e-05,1.270018e-05,2.684450e-05,1.098739e-04,2.389074e-03,3.477948e-06,2.688981e-03,2.151377e-03,1.065896e+00,5.712312e-01,6.491784e-02,3.648794e-02,1.290154e-02,3.154048e-01,4.996431e+00,3.887942e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.983986e-02,0.000000e+00,2.859756e-01,0.000000e+00,0.000000e+00,2.903002e-02,3.272810e-03,5.238112e-03,1.571434e-02,7.457917e-03,3.992514e-04,8.380979e-02,8.738276e-02,6.174368e-01,5.123613e-01,1.290154e-02,1.185992e+00,6.560739e+01,4.418470e-01
2.500000e+01,1.294317e+00,3.816160e-01,3.719968e-02,3.816485e-02,6.034452e-03,3.096649e-01,5.835536e-02,1.306174e+01,2.213666e-02,5.929644e-05,8.116561e-07,6.858363e-07,8.870424e-06,3.348433e-03,5.819520e-07,3.488930e-03,3.445976e-03,1.294258e+00,3.816152e-01,7.439867e-02,3.815598e-02,8.720471e-03,3.096643e-01,4.926670e+00,4.038855e+00,2.190479e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.826434e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.742009e-02,2.797757e-02,8.393270e-02,3.815598e-02,3.810373e-03,4.476411e-01,7.764217e-02,6.157915e-01,3.816152e-01,8.720471e-03,1.097422e+00,6.816762e+01,4.660871e-01
2.500000e+01,1.239016e+00,5.279082e-01,3.179174e-02,3.036989e-02,9.580046e-03,3.952288e-01,1.380121e-01,1.279419e+01,1.039493e-01,1.067291e-04,1.274968e-05,2.826181e-05,5.981625e-05,8.242478e-03,4.100010e-06,8.626010e-03,8.280999e-03,1.238909e+00,5.278955e-01,6.355522e-02,3.031007e-02,1.091761e-02,3.952247e-01,5.189919e+00,3.826094e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.714948e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.385968e-02,2.226234e-02,6.678701e-02,3.031007e-02,3.083431e-03,3.561974e-01,9.645398e-02,7.180417e-01,5.278955e-01,1.091761e-02,1.329739e+00,6.851172e+01,5.231241e-01
