T, CaO, SiO2, Al2O3, SO3, K2O, CO2, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, S_aq, K_aq, C_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, S_s, K_s, C_s, O_s, H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Monosulfate, Gypsum, Ettringite, Straetlingite, Chabazite, Calcite, Hemicarbonate, Monocarbonate, Thaumasite, mETss, Al_ET_ss, Ca_ET_ss, S_ET_ss, C_ET_ss, H2O_ET_ss,  mCSHQ, Ca_ss, Si_ss, K_ss, H2O_ss, V_s, Gel_water
2.500000e+01,1.390796e+00,5.166034e-01,3.716182e-02,2.390434e-02,1.035660e-02,4.813784e-01,1.480507e-01,1.288710e+01,1.126979e-01,2.449703e-04,6.622909e-06,7.247793e-06,3.625566e-05,1.096094e-02,2.665071e-06,1.154285e-02,1.135439e-02,1.390551e+00,5.165968e-01,7.431639e-02,2.386808e-02,9.752257e-03,4.813757e-01,5.566453e+00,3.984004e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.505628e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.090945e-02,1.752286e-02,5.256857e-02,2.386808e-02,2.416201e-03,2.803657e-01,1.001015e-01,7.738326e-01,5.165968e-01,9.752257e-03,1.399272e+00,7.414782e+01,5.796693e-01
2.500000e+01,1.235808e+00,5.201721e-01,4.029162e-02,2.203194e-02,1.027998e-02,5.886899e-01,8.039310e-02,1.275596e+01,5.052780e-02,1.419227e-05,3.894698e-05,5.988568e-05,3.958357e-04,4.626187e-03,1.281244e-05,5.580906e-03,3.741532e-03,1.235794e+00,5.201332e-01,8.052335e-02,2.163610e-02,1.593377e-02,5.886771e-01,5.319079e+00,3.344008e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.026168e-02,0.000000e+00,5.670410e-01,0.000000e+00,0.000000e+00,2.163610e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.610202e-02,5.233212e-01,4.582354e-01,1.593377e-02,1.025369e+00,6.904987e+01,3.758139e-01
2.500000e+01,9.596663e-01,5.569892e-01,6.942122e-02,3.026087e-02,7.859109e-03,1.017689e-01,7.988955e-02,1.278423e+01,4.199444e-02,2.581683e-05,8.590144e-06,2.944039e-05,4.376429e-05,3.347041e-03,2.828092e-06,3.532154e-03,3.265051e-03,9.596405e-01,5.569806e-01,1.388130e-01,3.021711e-02,1.237118e-02,1.017661e-01,4.694832e+00,4.225283e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.358670e-02,0.000000e+00,8.396910e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.381729e-02,2.219428e-02,6.658283e-02,3.021711e-02,3.074310e-03,3.551084e-01,9.107337e-02,6.630245e-01,5.133939e-01,1.237118e-02,1.246890e+00,6.312819e+01,4.774579e-01
2.500000e+01,9.220908e-01,5.647558e-01,4.244923e-02,2.929284e-02,9.964039e-03,9.884570e-02,1.341511e-01,1.276496e+01,1.000367e-01,6.489418e-05,1.973767e-05,6.675091e-05,9.339895e-05,7.573785e-03,6.129860e-06,7.992022e-03,7.412350e-03,9.220259e-01,5.647361e-01,8.483171e-02,2.919944e-02,1.235429e-02,9.883957e-02,4.384529e+00,3.828658e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.745802e-02,0.000000e+00,9.163245e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.335305e-02,2.144873e-02,6.434619e-02,2.919944e-02,2.973655e-03,3.431797e-01,9.530109e-02,6.941974e-01,5.372780e-01,1.235429e-02,1.304917e+00,5.873299e+01,4.999472e-01
2.500000e+01,1.027150e+00,4.558958e-01,5.052134e-02,2.206318e-02,7.991888e-03,7.451462e-01,7.920181e-02,1.089358e+01,6.212453e-02,1.156074e-05,8.176320e-04,4.864609e-06,4.484050e-03,9.861396e-03,3.243806e-05,2.047169e-02,7.356781e-04,1.027138e+00,4.550782e-01,1.010378e-01,1.757913e-02,6.122380e-03,7.451138e-01,4.631377e+00,1.992998e+00,0.000000e+00,0.000000e+00,4.326845e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.888468e-02,7.275346e-01,0.000000e+00,0.000000e+00,1.757913e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.076735e-02,2.179817e-01,3.219603e-01,6.122380e-03,4.946014e-01,5.918054e+01,1.676969e-01
2.500000e+01,1.026041e+00,4.081701e-01,4.739217e-02,2.306078e-02,1.139714e-02,4.293326e-01,7.649468e-02,1.300343e+01,5.033425e-02,1.705414e-05,1.851028e-05,6.374115e-05,2.115619e-04,7.279006e-03,1.103801e-05,7.838298e-03,6.780692e-03,1.026024e+00,4.081516e-01,9.472060e-02,2.284922e-02,1.551527e-02,4.293216e-01,4.391774e+00,2.944834e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.901625e-02,0.000000e+00,4.271386e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.039400e-02,1.668810e-02,5.006430e-02,2.284922e-02,2.182934e-03,2.670096e-01,6.540324e-02,4.707885e-01,3.691353e-01,1.551527e-02,8.932776e-01,5.794226e+01,3.383479e-01
2.500000e+01,1.259594e+00,5.318606e-01,3.364260e-02,3.304596e-02,7.300425e-03,2.147395e-01,1.246883e-01,1.285906e+01,8.534785e-02,4.350001e-04,2.801943e-06,1.597234e-06,1.114633e-05,7.272897e-03,1.087709e-06,8.172876e-03,8.111623e-03,1.259159e+00,5.318578e-01,6.728360e-02,3.303481e-02,7.327953e-03,2.147384e-01,5.160207e+00,4.408324e+00,4.938517e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.898743e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.510188e-02,2.425713e-02,7.277139e-02,3.303481e-02,3.350882e-03,3.881141e-01,1.081520e-01,8.610752e-01,5.318578e-01,7.327953e-03,1.530017e+00,7.103968e+01,6.516435e-01
2.500000e+01,1.388347e+00,5.348780e-01,6.461254e-02,3.731973e-02,1.041810e-02,4.936230e-02,6.248369e-02,1.322193e+01,1.283395e-02,2.089075e-05,5.559345e-07,2.973426e-06,4.770354e-06,2.928751e-03,2.658907e-08,2.985699e-03,2.956989e-03,1.388326e+00,5.348774e-01,1.292221e-01,3.731496e-02,1.790745e-02,4.936227e-02,5.635269e+00,5.527463e+00,2.449676e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.214375e-03,6.214375e-03,0.000000e+00,1.578164e-02,2.517337e-02,7.552010e-02,3.731496e-02,4.450925e-04,4.027739e-01,1.088918e-01,8.597409e-01,5.348774e-01,1.790745e-02,1.537508e+00,7.918770e+01,6.507862e-01
2.500000e+01,9.237526e-01,5.355111e-01,3.941116e-02,2.369899e-02,9.080217e-03,2.708414e-01,7.202042e-02,1.268851e+01,4.146234e-02,1.159012e-05,3.478308e-05,4.667424e-05,2.796405e-04,3.233490e-03,9.748071e-06,3.929319e-03,2.601976e-03,9.237410e-01,5.354763e-01,7.877565e-02,2.341935e-02,1.492694e-02,2.708317e-01,4.438477e+00,3.412471e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.938782e-02,0.000000e+00,2.474123e-01,0.000000e+00,0.000000e+00,2.341935e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.740543e-02,5.272950e-01,4.726691e-01,1.492694e-02,1.039842e+00,5.820963e+01,3.800857e-01
2.500000e+01,1.011665e+00,5.588464e-01,3.560983e-02,4.301750e-02,9.594964e-03,4.763668e-01,8.969663e-02,1.229177e+01,5.915519e-02,1.104082e-05,2.261089e-04,1.101534e-04,1.049799e-03,3.999663e-03,3.632692e-05,6.680434e-03,1.656128e-03,1.011654e+00,5.586203e-01,7.110951e-02,4.196770e-02,1.519027e-02,4.763305e-01,5.033336e+00,3.423236e+00,0.000000e+00,0.000000e+00,5.141982e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.844842e-03,0.000000e+00,4.343628e-01,0.000000e+00,0.000000e+00,4.196770e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.206117e-02,4.316984e-01,5.068077e-01,1.519027e-02,9.262142e-01,6.455120e+01,3.391801e-01
