T, CaO, SiO2, Al2O3, SO3, K2O, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, S_aq, K_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, S_s, K_s, O_s,  H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Monosulfate, Gypsum, Ettringite, Straetlingite, Chabazite, mCSHQ, Ca_ss, Si_ss, K_ss, H2O_ss, V_s, Gel_water
2.500000e+01,9.049086e-01,5.379902e-01,3.212267e-02,2.485971e-02,7.139802e-03,5.697146e-02,1.294164e+01,2.397151e-02,4.179459e-05,1.530425e-06,1.472367e-05,2.120148e-06,2.699455e-03,2.805776e-03,2.761493e-03,9.048668e-01,5.379887e-01,6.423062e-02,2.485759e-02,1.158015e-02,3.996572e+00,3.678038e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.485759e-02,0.000000e+00,0.000000e+00,7.257718e-03,0.000000e+00,1.026018e-01,7.909210e-01,5.307310e-01,1.158015e-02,1.432951e+00,5.476923e+01,5.916694e-01
2.500000e+01,1.310902e+00,4.400443e-01,5.230704e-02,3.940059e-02,8.894240e-03,7.069591e-02,1.314458e+01,2.952666e-02,6.081285e-05,1.168419e-06,1.944327e-05,7.380683e-07,5.531580e-03,5.677425e-03,5.630212e-03,1.310841e+00,4.400431e-01,1.045946e-01,3.939985e-02,1.225690e-02,4.772100e+00,4.599905e+00,4.057768e-01,0.000000e+00,0.000000e+00,1.289747e-02,3.939985e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.955592e-02,7.087726e-01,4.400431e-01,1.225690e-02,1.265193e+00,6.827541e+01,5.364916e-01
2.500000e+01,1.042322e+00,5.915869e-01,6.053393e-02,4.173206e-02,9.071715e-03,9.178730e-02,1.292135e+01,5.135997e-02,7.849684e-05,3.766390e-06,3.162336e-05,8.256693e-06,5.519184e-03,5.730735e-03,5.621817e-03,1.042244e+00,5.915831e-01,1.210362e-01,4.172380e-02,1.262425e-02,4.797317e+00,4.517739e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.172380e-02,0.000000e+00,0.000000e+00,1.879432e-02,0.000000e+00,1.094518e-01,8.377597e-01,5.727888e-01,1.262425e-02,1.524382e+00,6.567767e+01,6.234292e-01
2.500000e+01,1.060856e+00,3.832400e-01,5.137415e-02,4.655097e-02,1.056535e-02,1.365231e-01,1.301321e+01,1.007154e-01,3.122461e-04,3.567914e-06,4.809682e-05,1.194384e-06,1.335031e-02,1.403119e-02,1.391785e-02,1.060544e+00,3.832364e-01,1.027002e-01,4.654978e-02,7.780386e-03,4.148259e+00,4.047306e+00,2.409593e-01,0.000000e+00,0.000000e+00,4.800326e-03,4.654978e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.796034e-02,6.189844e-01,3.832364e-01,7.780386e-03,1.102195e+00,5.886395e+01,4.684876e-01
2.500000e+01,9.590106e-01,3.607320e-01,6.358409e-02,2.936856e-02,6.234363e-03,1.118975e-01,1.287936e+01,7.967548e-02,3.789670e-04,2.635792e-06,2.737355e-05,4.517293e-07,7.226693e-03,8.017732e-03,7.951463e-03,9.586316e-01,3.607294e-01,1.271408e-01,2.936811e-02,5.242033e-03,3.770283e+00,3.617512e+00,1.546933e-01,0.000000e+00,0.000000e+00,3.420229e-02,2.936811e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.335675e-02,5.838590e-01,3.607294e-01,5.242033e-03,1.037695e+00,5.269344e+01,4.418588e-01
2.500000e+01,1.056107e+00,3.447732e-01,5.983435e-02,3.990617e-02,7.601451e-03,6.806430e-02,1.312830e+01,3.320948e-02,7.192216e-05,1.292488e-06,2.101882e-05,7.563384e-07,5.965761e-03,6.135571e-03,6.084773e-03,1.056035e+00,3.447719e-01,1.196477e-01,3.990541e-02,9.237141e-03,4.000009e+00,3.901247e+00,2.811214e-01,0.000000e+00,0.000000e+00,1.991843e-02,3.990541e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.016233e-02,5.555367e-01,3.447719e-01,9.237141e-03,9.913156e-01,5.674529e+01,4.204988e-01
2.500000e+01,1.165386e+00,5.851964e-01,3.078910e-02,4.455496e-02,9.753673e-03,5.745340e-02,1.315023e+01,1.573977e-02,3.190269e-05,6.260703e-07,3.549510e-06,3.561047e-06,2.991104e-03,3.068278e-03,3.043127e-03,1.165354e+00,5.851958e-01,6.157465e-02,4.455140e-02,1.651624e-02,4.893425e+00,4.646809e+00,8.600010e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.390529e-02,0.000000e+00,6.882037e-03,0.000000e+00,0.000000e+00,1.190994e-01,9.424406e-01,5.851958e-01,1.651624e-02,1.682505e+00,6.864853e+01,7.133643e-01
2.500000e+01,1.131493e+00,5.930425e-01,5.585777e-02,2.825099e-02,6.566529e-03,1.497421e-01,1.274922e+01,1.097491e-01,6.707414e-04,3.960365e-06,3.591205e-05,3.720062e-07,6.699108e-03,8.083469e-03,7.996538e-03,1.130822e+00,5.930385e-01,1.116796e-01,2.825062e-02,6.433950e-03,4.812051e+00,4.479326e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.422808e-02,2.825062e-02,0.000000e+00,0.000000e+00,3.361112e-03,0.000000e+00,1.184769e-01,9.384133e-01,5.896774e-01,6.433950e-03,1.671897e+00,6.639320e+01,7.102037e-01
2.500000e+01,1.255458e+00,3.418561e-01,4.890275e-02,4.369013e-02,6.068311e-03,1.024168e-01,1.292187e+01,6.422641e-02,2.662501e-04,2.163144e-06,2.449949e-05,4.587288e-07,6.600468e-03,7.162719e-03,7.103567e-03,1.255192e+00,3.418539e-01,9.778100e-02,4.368967e-02,5.536154e-03,4.357460e+00,4.276104e+00,5.118572e-01,0.000000e+00,0.000000e+00,5.200829e-03,4.368967e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.952518e-02,5.529734e-01,3.418539e-01,5.536154e-03,9.833347e-01,6.319175e+01,4.184980e-01
2.500000e+01,1.329751e+00,3.273106e-01,5.147259e-02,3.744379e-02,1.142572e-02,7.890890e-02,1.327288e+01,4.046684e-02,5.626341e-05,1.888122e-06,3.631072e-05,2.113939e-06,1.048592e-02,1.064312e-02,1.055462e-02,1.329695e+00,3.273087e-01,1.029089e-01,3.744168e-02,1.236552e-02,4.418748e+00,4.323130e+00,6.126202e-01,0.000000e+00,0.000000e+00,1.401276e-02,3.744168e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.665098e-02,5.252696e-01,3.273087e-01,1.236552e-02,9.406850e-01,6.439023e+01,3.976093e-01
