T, CaO, SiO2, Al2O3, CO2, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, C_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, C_s, O_s,  H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Straetlingite, Calcite, Hemicarbonate, Monocarbonate, Chabazite, mCSHQ, Ca_ss, Si_ss, H2O_ss, V_s, Gel_water
2.500000e+01,9.332404e-01,4.053503e-01,4.242591e-02,4.344914e-01,1.462988e-01,1.181015e+01,1.257715e-01,4.988945e-04,2.421422e-05,1.527447e-05,9.819494e-07,1.047337e-03,9.462768e-04,9.327415e-01,4.053261e-01,8.483655e-02,4.344904e-01,3.880745e+00,2.282232e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.241827e-02,4.344904e-01,0.000000e+00,0.000000e+00,0.000000e+00,5.943240e-02,4.134145e-01,3.629078e-01,8.017696e-01,5.057394e+01,2.969871e-01
2.500000e+01,1.066098e+00,4.110832e-01,5.917207e-02,4.595627e-01,1.026378e-01,1.206972e+01,7.753388e-02,5.676720e-04,8.366600e-06,9.265353e-06,5.533381e-07,1.156624e-03,1.110428e-03,1.065530e+00,4.110748e-01,1.183349e-01,4.595621e-01,4.379610e+00,2.790606e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.682628e-02,4.472210e-01,0.000000e+00,1.234115e-02,0.000000e+00,6.448123e-02,4.752922e-01,3.642485e-01,8.849401e-01,5.757575e+01,3.429214e-01
2.500000e+01,9.817323e-01,3.746875e-01,4.528922e-02,3.398366e-02,1.252661e-01,1.247248e+01,9.315757e-02,1.891437e-03,2.882927e-06,3.421188e-06,2.436328e-08,3.791299e-03,3.773830e-03,9.798409e-01,3.746846e-01,9.057502e-02,3.398364e-02,3.721243e+00,3.576407e+00,1.890713e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.260775e-02,2.267976e-02,0.000000e+00,7.612555e-02,6.096195e-01,3.746846e-01,1.078362e+00,5.265535e+01,4.611825e-01
2.500000e+01,9.459299e-01,4.251838e-01,5.228458e-02,1.160670e-01,1.271572e-01,1.242410e+01,9.537321e-02,1.705521e-03,3.559325e-06,9.717057e-07,6.317709e-07,3.418345e-03,3.401967e-03,9.442244e-01,4.251802e-01,1.045682e-01,1.160664e-01,3.953177e+00,3.539214e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.378227e-02,0.000000e+00,5.228409e-02,0.000000e+00,8.471069e-02,6.713057e-01,4.251802e-01,1.194482e+00,5.368231e+01,5.077843e-01
2.500000e+01,1.109494e+00,5.403155e-01,3.388590e-02,3.818316e-01,1.028568e-01,1.206521e+01,7.587550e-02,5.494337e-04,8.279752e-06,9.058042e-06,5.421897e-07,1.119847e-03,1.074364e-03,1.108945e+00,5.403072e-01,6.776274e-02,3.818311e-01,4.554321e+00,2.998911e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.388137e-02,3.818311e-01,0.000000e+00,0.000000e+00,0.000000e+00,8.953300e-02,6.593508e-01,5.064258e-01,1.228405e+00,5.988489e+01,4.755152e-01
2.500000e+01,1.069635e+00,5.310538e-01,4.137151e-02,6.059389e-02,9.960949e-02,1.247258e+01,6.359593e-02,1.290873e-03,1.968117e-06,4.658788e-07,4.181795e-07,2.586664e-03,2.576639e-03,1.068344e+00,5.310518e-01,8.274255e-02,6.059347e-02,4.378832e+00,4.006167e+00,1.960487e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.922219e-02,0.000000e+00,4.137128e-02,0.000000e+00,1.078950e-01,8.640320e-01,5.310518e-01,1.528394e+00,6.042916e+01,6.536477e-01
2.500000e+01,1.228542e+00,4.069022e-01,4.362579e-02,7.757270e-01,1.189025e-01,1.160753e+01,9.936606e-02,2.550879e-04,2.864205e-05,1.352879e-05,8.544858e-07,5.689024e-04,4.650566e-04,1.228287e+00,4.068736e-01,8.723805e-02,7.757261e-01,4.809713e+00,2.170739e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.361903e-02,7.757261e-01,0.000000e+00,0.000000e+00,0.000000e+00,5.557902e-02,3.653227e-01,3.632545e-01,7.364172e-01,6.185573e+01,2.710591e-01
2.500000e+01,9.046094e-01,4.680531e-01,3.683002e-02,2.265160e-01,8.652347e-02,1.206972e+01,6.061457e-02,4.437956e-04,6.540864e-06,7.243488e-06,4.325895e-07,9.046639e-04,8.681123e-04,9.041656e-01,4.680466e-01,7.365280e-02,2.265156e-01,3.843356e+00,2.879175e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.890046e-02,2.085896e-01,0.000000e+00,1.792594e-02,0.000000e+00,7.951025e-02,5.860713e-01,4.491461e-01,1.091198e+00,5.064757e+01,4.228481e-01
2.500000e+01,1.323772e+00,5.449935e-01,3.039141e-02,1.994001e-02,5.604951e-02,1.247248e+01,1.573313e-02,3.194398e-04,4.869078e-07,5.778195e-07,4.114620e-09,6.419646e-04,6.373520e-04,1.323453e+00,5.449930e-01,6.078224e-02,1.994001e-02,4.783388e+00,4.477792e+00,3.151733e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.090223e-02,9.488891e-03,0.000000e+00,1.107275e-01,8.867148e-01,5.449930e-01,1.568518e+00,6.835209e+01,6.708074e-01
2.500000e+01,1.124347e+00,5.273735e-01,6.095563e-02,5.797519e-02,1.079737e-01,1.247248e+01,6.814120e-02,1.383514e-03,2.108732e-06,2.502487e-06,1.782086e-08,2.773727e-03,2.760412e-03,1.122963e+00,5.273714e-01,1.219088e-01,5.797517e-02,4.691880e+00,4.430721e+00,2.110191e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.958413e-03,5.499597e-02,0.000000e+00,1.071473e-01,8.580441e-01,5.273714e-01,1.517802e+00,6.469878e+01,6.491178e-01
2.500000e+01,1.021220e+00,3.622081e-01,4.567004e-02,2.241927e-01,1.414525e-01,1.247258e+01,1.125180e-01,2.283900e-03,3.482120e-06,8.242600e-07,7.398701e-07,4.574962e-03,4.558763e-03,1.018936e+00,3.622046e-01,9.133926e-02,2.241920e-01,3.941969e+00,3.226461e+00,6.842091e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.785223e-01,0.000000e+00,4.566963e-02,0.000000e+00,7.358996e-02,5.893143e-01,3.622046e-01,1.042444e+00,5.371682e+01,4.458214e-01
2.500000e+01,1.164285e+00,3.891695e-01,5.395806e-02,1.394177e-01,1.138231e-01,1.247258e+01,7.893131e-02,1.602154e-03,2.442690e-06,5.782169e-07,5.190185e-07,3.209928e-03,3.197968e-03,1.162683e+00,3.891671e-01,1.079155e-01,1.394172e-01,4.323513e+00,3.883576e+00,2.282096e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.545941e-02,0.000000e+00,5.395777e-02,0.000000e+00,7.906798e-02,6.331828e-01,3.891671e-01,1.120043e+00,6.018229e+01,4.790083e-01
2.500000e+01,1.107679e+00,3.377395e-01,4.964222e-02,4.010073e-01,8.742160e-02,1.247258e+01,6.001477e-02,1.218185e-03,1.857286e-06,4.396433e-07,3.946313e-07,2.441122e-03,2.431549e-03,1.106461e+00,3.377376e-01,9.928400e-02,4.010069e-01,4.257986e+00,3.050221e+00,7.021829e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.513649e-01,0.000000e+00,4.964200e-02,0.000000e+00,6.861895e-02,5.495061e-01,3.377376e-01,9.720265e-01,5.688908e+01,4.157061e-01
2.500000e+01,9.319962e-01,3.265168e-01,4.080647e-02,2.527344e-01,1.040307e-01,1.247258e+01,7.867218e-02,1.596892e-03,2.434690e-06,5.763192e-07,5.173144e-07,3.199394e-03,3.187466e-03,9.303993e-01,3.265144e-01,8.161236e-02,2.527339e-01,3.623909e+00,2.825189e+00,2.400142e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.119277e-01,0.000000e+00,4.080618e-02,0.000000e+00,6.633868e-02,5.312455e-01,3.265144e-01,9.397251e-01,4.896646e+01,4.018918e-01
2.500000e+01,1.288222e+00,3.436490e-01,6.650924e-02,2.816003e-01,6.004835e-02,1.247258e+01,2.462037e-02,4.997458e-04,7.619302e-07,1.803586e-07,1.618929e-07,1.002621e-03,9.975141e-04,1.287722e+00,3.436482e-01,1.330183e-01,2.816001e-01,4.705856e+00,3.936220e+00,2.474719e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.150910e-01,0.000000e+00,6.650915e-02,0.000000e+00,6.981982e-02,5.591227e-01,3.436482e-01,9.890374e-01,6.476054e+01,4.229812e-01
2.500000e+01,1.338491e+00,3.290945e-01,5.460628e-02,2.581316e-01,1.289044e-01,1.247258e+01,9.429661e-02,1.914041e-03,2.918219e-06,6.907784e-07,6.200539e-07,3.834407e-03,3.820507e-03,1.336577e+00,3.290916e-01,1.092119e-01,2.581310e-01,4.601837e+00,3.853995e+00,3.791894e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.035250e-01,0.000000e+00,5.460593e-02,0.000000e+00,6.686231e-02,5.354387e-01,3.290916e-01,9.471427e-01,6.424767e+01,4.050640e-01
2.500000e+01,9.440285e-01,4.927062e-01,3.798603e-02,3.941626e-01,8.532325e-02,1.166308e+01,6.284434e-02,1.808794e-04,1.625712e-05,8.224481e-06,5.251057e-07,3.956657e-04,3.337704e-04,9.438476e-01,4.926899e-01,7.596384e-02,3.941621e-01,4.079909e+00,2.496823e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.798192e-02,3.941621e-01,0.000000e+00,0.000000e+00,0.000000e+00,7.090236e-02,4.737217e-01,4.547080e-01,9.445563e-01,5.306248e+01,3.474146e-01
2.500000e+01,1.373170e+00,5.021656e-01,4.048482e-02,3.903883e-01,1.111861e-01,1.247258e+01,7.644386e-02,1.551663e-03,2.365711e-06,5.599969e-07,5.026620e-07,3.108833e-03,3.097186e-03,1.371618e+00,5.021632e-01,8.096908e-02,3.903878e-01,5.211503e+00,3.866658e+00,4.274710e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.499033e-01,0.000000e+00,4.048454e-02,0.000000e+00,1.020257e-01,8.170298e-01,5.021632e-01,1.445252e+00,7.055149e+01,6.180901e-01
2.500000e+01,1.177115e+00,4.457892e-01,3.079256e-02,1.903548e-03,7.760020e-02,1.247216e+01,4.440743e-02,9.032463e-04,1.374248e-06,5.709044e-06,7.713446e-11,1.815621e-03,1.798126e-03,1.176212e+00,4.457878e-01,6.157941e-02,1.903548e-03,4.009274e+00,3.690622e+00,3.547297e-01,0.000000e+00,0.000000e+00,2.698261e-02,0.000000e+00,0.000000e+00,3.807096e-03,0.000000e+00,0.000000e+00,9.057175e-02,7.253059e-01,4.457878e-01,1.283000e+00,5.733920e+01,5.487002e-01
2.500000e+01,1.365621e+00,5.524106e-01,3.298389e-02,5.803536e-01,8.802494e-02,1.206972e+01,5.881815e-02,4.306430e-04,6.347007e-06,7.028816e-06,4.197691e-07,8.779119e-04,8.423843e-04,1.365190e+00,5.524043e-01,6.596075e-02,5.803532e-01,5.352252e+00,3.245211e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.514729e-02,5.625201e-01,0.000000e+00,1.783308e-02,0.000000e+00,9.510811e-02,7.010433e-01,5.372570e-01,1.305263e+00,6.958614e+01,5.057999e-01
